ine,municipio,provincia
42076,Deza,Soria
42078,Duruelo de la Sierra,Soria
42079,Escobosa de Almazán,Soria
42080,Espeja de San Marcelino,Soria
42081,Espejón,Soria
42082,Estepa de San Juan,Soria
42083,Frechilla de Almazán,Soria
42084,Fresno de Caracena,Soria
42085,Fuentearmegil,Soria
42086,Fuentecambrón,Soria
42087,Fuentecantos,Soria
42088,Fuentelmonge,Soria
42089,Fuentelsaz de Soria,Soria
42090,Fuentepinilla,Soria
42092,Fuentes de Magaña,Soria
42093,Fuentestrún,Soria
42094,Garray,Soria
42095,Golmayo,Soria
42096,Gómara,Soria
42097,Gormaz,Soria
42098,Herrera de Soria,Soria
42100,Hinojosa del Campo,Soria
42103,Langa de Duero,Soria
42105,Liceras,Soria
42106,La Losilla,Soria
42107,Magaña,Soria
42108,Maján,Soria
42110,Matalebreras,Soria
42111,Matamala de Almazán,Soria
42113,Medinaceli,Soria
42115,Miño de Medinaceli,Soria
42116,Miño de San Esteban,Soria
42117,Molinos de Duero,Soria
42118,Momblona,Soria
42119,Monteagudo de las Vicarías,Soria
42120,Montejo de Tiermes,Soria
42121,Montenegro de Cameros,Soria
42123,Morón de Almazán,Soria
42124,Muriel de la Fuente,Soria
42125,Muriel Viejo,Soria
42127,Nafría de Ucero,Soria
42128,Narros,Soria
42129,Navaleno,Soria
42130,Nepas,Soria
42131,Nolay,Soria
42132,Noviercas,Soria
42134,Ólvega,Soria
42135,Oncala,Soria
42139,Pinilla del Campo,Soria
42140,Portillo de Soria,Soria
42141,La Póveda de Soria,Soria
42142,Pozalmuro,Soria
42144,Quintana Redonda,Soria
42145,Quintanas de Gormaz,Soria
42148,Quiñonería,Soria
42149,Los Rábanos,Soria
42151,Rebollar,Soria
42152,Recuerda,Soria
42153,Rello,Soria
42154,Renieblas,Soria
42155,Retortillo de Soria,Soria
42156,Reznos,Soria
42157,La Riba de Escalote,Soria
42158,Rioseco de Soria,Soria
42159,Rollamienta,Soria
42160,El Royo,Soria
42161,Salduero,Soria
42162,San Esteban de Gormaz,Soria
42163,San Felices,Soria
42164,San Leonardo de Yagüe,Soria
42165,San Pedro Manrique,Soria
42165000800,Sarnago,Soria
42166,Santa Cruz de Yanguas,Soria
42167,Santa María de Huerta,Soria
42168,Santa María de las Hoyas,Soria
42171,Serón de Nágima,Soria
42172,Soliedra,Soria
42173,Soria,Soria
42174,Sotillo del Rincón,Soria
42175,Suellacabras,Soria
42176,Tajahuerce,Soria
42177,Tajueco,Soria
42178,Talveila,Soria
42181,Tardelcuende,Soria
42182,Taroda,Soria
42183,Tejado,Soria
42184,Torlengua,Soria
42185,Torreblacos,Soria
42187,Torrubia de Soria,Soria
42188,Trévago,Soria
42189,Ucero,Soria
42190,Vadillo,Soria
42191,Valdeavellano de Tera,Soria
42192,Valdegeña,Soria
42193,Valdelagua del Cerro,Soria
42194,Valdemaluque,Soria
42195,Valdenebro,Soria
42196,Valdeprado,Soria
42197,Valderrodilla,Soria
42198,Valtajeros,Soria
42200,Velamazán,Soria
42201,Velilla de la Sierra,Soria
42202,Velilla de los Ajos,Soria
42204,Viana de Duero,Soria
42205,Villaciervos,Soria
42206,Villanueva de Gormaz,Soria
42207,Villar del Ala,Soria
42208,Villar del Campo,Soria
42209,Villar del Río,Soria
42211,Los Villares de Soria,Soria
42212,Villasayas,Soria
42213,Villaseca de Arciel,Soria
42215,Vinuesa,Soria
42216,Vizmanos,Soria
42217,Vozmediano,Soria
42218,Yanguas,Soria
42219,Yelo,Soria
425074,Neguillas,Soria
43001,Aiguamurcia,Tarragona
43002,Albiñana,Tarragona
43003,Albiol,Tarragona
43004,Alcanar,Tarragona
43005,Alcover,Tarragona
43006,Aldover,Tarragona
43007,Aleixar,Tarragona
43008,Alfara,Tarragona
43009,Alforja,Tarragona
43010,Alió,Tarragona
43011,Almoster,Tarragona
43012,Altafulla,Tarragona
43013,La Ametlla de Mar,Tarragona
43014,Amposta,Tarragona
43015,Arbolí,Tarragona
43016,Arbós,Tarragona
43017,l'Argentera,Tarragona
43018,Arnés,Tarragona
43019,Ascó,Tarragona
43020,Bañeras,Tarragona
43021,Barbará,Tarragona
43022,Batea,Tarragona
43023,Bellmunt del Priorato,Tarragona
43024,Bellvey,Tarragona
43025,Benifallet,Tarragona
43026,Benisanet,Tarragona
43027,La Bisbal de Montsant,Tarragona
43028,La Bisbal del Panadés,Tarragona
43029,Blancafort,Tarragona
43030,Bonastre,Tarragona
43031,Borjas del Campo,Tarragona
43032,Bot,Tarragona
43033,Botarell,Tarragona
43034,Bràfim,Tarragona
43035,Cabacés,Tarragona
43036,Cabra del Campo,Tarragona
43037,Calafell,Tarragona
43038,Cambrils,Tarragona
43039,Capafonts,Tarragona
43040,Capsanes,Tarragona
43041,Caseres,Tarragona
43042,Castellvell,Tarragona
43043,El Catllar,Tarragona
43044,Cenia,Tarragona
43045,Colldejou,Tarragona
43046,Conesa,Tarragona
43047,Constantí,Tarragona
43048,Corbera de Ebro,Tarragona
43049,Cornudella,Tarragona
43050,Creixell,Tarragona
43051,Cunit,Tarragona
43052,Cherta,Tarragona
43053,Dosaiguas,Tarragona
43054,Espluga de Francolí,Tarragona
43055,Falset,Tarragona
43056,La Fatarella,Tarragona
43057,La Febró,Tarragona
43058,La Figuera,Tarragona
43059,Figuerola del Camp,Tarragona
43060,Flix,Tarragona
43061,Forés,Tarragona
43062,Freginals,Tarragona
43063,La Galera,Tarragona
43064,Gandesa,Tarragona
43065,Garcia,Tarragona
43066,Garidells,Tarragona
43067,Ginestar,Tarragona
43068,Godall,Tarragona
43069,Gratallops,Tarragona
43070,Guiamets,Tarragona
43071,Horta de San Juan,Tarragona
43072,Lloá,Tarragona
43073,Llorach,Tarragona
43074,Lloréns,Tarragona
43075,Margalef de Montsant,Tarragona
43076,Marsá,Tarragona
43077,Mas de Barberáns,Tarragona
43078,Masdenverge,Tarragona
43079,Maslloréns,Tarragona
43080,La Masó,Tarragona
43081,Maspujols,Tarragona
43082,El Masroig,Tarragona
43083,Milá,Tarragona
43084,Miravet,Tarragona
43085,El Molar,Tarragona
43086,Montblanch,Tarragona
43088,Montbrió de Tarragona,Tarragona
43089,Montferri,Tarragona
43090,El Montmell,Tarragona
43091,Mont-ral,Tarragona
43092,Montroig,Tarragona
43093,Mora de Ebro,Tarragona
43094,Mora la Nueva,Tarragona
43095,Morell,Tarragona
43096,La Morera de Montsant,Tarragona
43097,La Nou de Gaya,Tarragona
43098,Nulles,Tarragona
43099,La Palma de Ebro,Tarragona
43100,Els Pallaresos,Tarragona
43101,Pasanant,Tarragona
43102,Paüls,Tarragona
43103,Perafort,Tarragona
43104,Perelló,Tarragona
43105,Las Pilas,Tarragona
43106,Pinell de Bray,Tarragona
43107,Pira,Tarragona
43108,Pla de Santa María,Tarragona
43109,Pobla de Mafumet,Tarragona
43110,Puebla de Masaluca,Tarragona
43111,Puebla de Montornés,Tarragona
43112,Poboleda,Tarragona
43113,Puente de Armentera,Tarragona
43114,Porrera,Tarragona
43115,Pradell,Tarragona
43116,Prades,Tarragona
43117,Prat de Compte,Tarragona
43118,Pratdip,Tarragona
43119,Puigpelat,Tarragona
43120,Querol,Tarragona
43121,Rasquera,Tarragona
43122,Renau,Tarragona
43123,Reus,Tarragona
43124,La Riba,Tarragona
43125,Ribarroja de Ebro,Tarragona
43126,La Riera,Tarragona
43127,Riudecañas,Tarragona
43128,Riudecols,Tarragona
43129,Riudoms,Tarragona
43130,Rocafort de Queralt,Tarragona
43131,Roda de Bará,Tarragona
43132,Rodoñá,Tarragona
43133,Roquetas,Tarragona
43134,Rourell,Tarragona
43135,Salomó,Tarragona
43136,San Carlos de la Rápita,Tarragona
43137,San Jaime dels Domenys,Tarragona
43138,Santa Bárbara,Tarragona
43139,Santa Coloma de Queralt,Tarragona
43140,Santa Oliva,Tarragona
43141,Pontils,Tarragona
43142,Sarral,Tarragona
43143,Savallá del Condado,Tarragona
43144,La Secuita,Tarragona
43145,La Selva del Campo,Tarragona
43146,Senan,Tarragona
43147,Solivella,Tarragona
43148,Tarragona,Tarragona
43149,Tivenys,Tarragona
43150,Tivisa,Tarragona
43151,Torre de Fontaubella,Tarragona
43152,Torre del Español,Tarragona
43153,Torredembarra,Tarragona
43154,Torroja,Tarragona
43155,Tortosa,Tarragona
43156,Ulldecona,Tarragona
43157,Ulldemolins,Tarragona
43158,Vallclara,Tarragona
43159,Vallfogona de Riucorb,Tarragona
43160,Vallmoll,Tarragona
43161,Valls,Tarragona
43162,Vandellós y Hospitalet del Infante,Tarragona
43163,Vendrell,Tarragona
43164,Vespella,Tarragona
43165,Vilabella,Tarragona
43166,Vilallonga del Campo,Tarragona
43167,Vilanova de Escornalbou,Tarragona
43168,Vilanova de Prades,Tarragona
43169,Vilaplana,Tarragona
43170,Vilarrodona,Tarragona
43171,Vilaseca,Tarragona
43172,Vilavert,Tarragona
43173,Vilella Alta,Tarragona
43174,Vilella Baja,Tarragona
43175,Villalba de los Arcos,Tarragona
43176,Vimbodí y Poblet,Tarragona
43177,Vinebre,Tarragona
43178,Viñols y Archs,Tarragona
43901,Deltebre,Tarragona
43902,San Jaime de Enveija,Tarragona
43903,Camarles,Tarragona
43904,La Aldea,Tarragona
43905,Salou,Tarragona
43906,Ampolla,Tarragona
43907,La Canonja,Tarragona
44001,Ababuj,Teruel
44002,Abejuela,Teruel
44003,Aguatón,Teruel
44004,Aguaviva,Teruel
44005,Aguilar del Alfambra,Teruel
44006,Alacón,Teruel
44007,Alba,Teruel
44008,Albalate del Arzobispo,Teruel
44009,Albarracín,Teruel
44010,Albentosa,Teruel
44011,Alcaine,Teruel
44012,Alcalá de la Selva,Teruel
44013,Alcañiz,Teruel
44014,Alcorisa,Teruel
44016,Alfambra,Teruel
44017,Aliaga,Teruel
44018,Almohaja,Teruel
44019,Alobras,Teruel
44020,Alpeñés,Teruel
44021,Allepuz,Teruel
44022,Alloza,Teruel
44023,Allueva,Teruel
44024,Anadón,Teruel
44025,Andorra,Teruel
44026,Arcos de las Salinas,Teruel
44027,Arens de Lledó,Teruel
44028,Argente,Teruel
44029,Ariño,Teruel
44031,Azaila,Teruel
44032,Bádenas,Teruel
44033,Báguena,Teruel
44034,Bañón,Teruel
44035,Barrachina,Teruel
44036,Bea,Teruel
44037,Beceite,Teruel
44038,Belmonte de San José,Teruel
44039,Bello,Teruel
44040,Berge,Teruel
44041,Bezas,Teruel
44042,Blancas,Teruel
44043,Blesa,Teruel
44044,Bordón,Teruel
44045,Bronchales,Teruel
44046,Bueña,Teruel
44047,Burbáguena,Teruel
44048,Cabra de Mora,Teruel
44049,Calaceite,Teruel
44050,Calamocha,Teruel
44051,Calanda,Teruel
44052,Calomarde,Teruel
44053,Camañas,Teruel
44054,Camarena de la Sierra,Teruel
44055,Camarillas,Teruel
44056,Caminreal,Teruel
44059,Cantavieja,Teruel
44060,Cañada de Benatanduz,Teruel
44061,La Cañada de Verich,Teruel
44062,Cañada Vellida,Teruel
44063,Cañizar del Olivar,Teruel
44064,Cascante del Río,Teruel
44065,Castejón de Tornos,Teruel
44066,Castel de Cabra,Teruel
44067,Castelnou,Teruel
44068,Castelserás,Teruel
44070,El Castellar,Teruel
44071,Castellote,Teruel
44074,Cedrillas,Teruel
44075,Celadas,Teruel
44076,Cella,Teruel
44077,La Cerollera,Teruel
44080,La Codoñera,Teruel
44082,Corbalán,Teruel
44084,Cortes de Aragón,Teruel
44085,Cosa,Teruel
44086,Cretas,Teruel
44087,Crivillén,Teruel
44088,La Cuba,Teruel
44089,Cubla,Teruel
44090,Cucalón,Teruel
44092,El Cuervo,Teruel
44093,Cuevas de Almudén,Teruel
44094,Cuevas Labradas,Teruel
44096,Ejulve,Teruel
44097,Escorihuela,Teruel
44099,Escucha,Teruel
44100,Estercuel,Teruel
44101,Ferreruela de Huerva,Teruel
44102,Fonfría,Teruel
44103,Formiche Alto,Teruel
44105,Fórnoles,Teruel
44106,Fortanete,Teruel
44107,Foz-Calanda,Teruel
44108,La Fresneda,Teruel
44109,Frías de Albarracín,Teruel
44110,Fuenferrada,Teruel
44111,Fuentes Calientes,Teruel
44112,Fuentes Claras,Teruel
44113,Fuentes de Rubielos,Teruel
44114,Fuentespalda,Teruel
44115,Galve,Teruel
44116,Gargallo,Teruel
44117,Gea de Albarracín,Teruel
44118,La Ginebrosa,Teruel
44119,Griegos,Teruel
44120,Guadalaviar,Teruel
44121,Gúdar,Teruel
44122,Híjar,Teruel
44123,Hinojosa de Jarque,Teruel
44124,La Hoz de la Vieja,Teruel
44125,Huesa del Común,Teruel
44126,La Iglesuela del Cid,Teruel
44127,Jabaloyas,Teruel
44128,Jarque de la Val,Teruel
44129,Jatiel,Teruel
44130,Jorcas,Teruel
44131,Josa,Teruel
44132,Lagueruela,Teruel
44133,Lanzuela,Teruel
44135,Libros,Teruel
44136,Lidón,Teruel
44137,Linares de Mora,Teruel
44138,Loscos,Teruel
44141,Lledó,Teruel
44142,Maicas,Teruel
44143,Manzanera,Teruel
44144,Martín del Río,Teruel
44145,Mas de las Matas,Teruel
44146,La Mata de los Olmos,Teruel
44147,Mazaleón,Teruel
44148,Mezquita de Jarque,Teruel
44149,Mirambel,Teruel
44150,Miravete de la Sierra,Teruel
44151,Molinos,Teruel
44152,Monforte de Moyuela,Teruel
44153,Monreal del Campo,Teruel
44154,Monroyo,Teruel
44155,Montalbán,Teruel
44156,Monteagudo del Castillo,Teruel
44157,Monterde de Albarracín,Teruel
44158,Mora de Rubielos,Teruel
44159,Moscardón,Teruel
44160,Mosqueruela,Teruel
44161,Muniesa,Teruel
44163,Noguera de Albarracín,Teruel
44164,Nogueras,Teruel
44165,Nogueruelas,Teruel
44167,Obón,Teruel
44168,Odón,Teruel
44169,Ojos Negros,Teruel
44171,Olba,Teruel
44172,Oliete,Teruel
44173,Los Olmos,Teruel
44174,Orihuela del Tremedal,Teruel
44175,Orrios,Teruel
44176,Palomar de Arroyos,Teruel
44177,Pancrudo,Teruel
44178,Las Parras de Castellote,Teruel
44179,Peñarroya de Tastavins,Teruel
44180,Peracense,Teruel
44181,Peralejos,Teruel
44182,Perales del Alfambra,Teruel
44183,Pitarque,Teruel
44184,Plou,Teruel
44185,El Pobo,Teruel
44187,La Portellada,Teruel
44189,Pozondón,Teruel
44190,Pozuel del Campo,Teruel
44191,La Puebla de Híjar,Teruel
44192,La Puebla de Valverde,Teruel
44193,Puertomingalvo,Teruel
44194,Ráfales,Teruel
44195,Rillo,Teruel
44196,Riodeva,Teruel
44197,Ródenas,Teruel
44198,Royuela,Teruel
44199,Rubiales,Teruel
44200,Rubielos de la Cérida,Teruel
44201,Rubielos de Mora,Teruel
44203,Salcedillo,Teruel
44204,Saldón,Teruel
44205,Samper de Calanda,Teruel
44206,San Agustín,Teruel
44207,San Martín del Río,Teruel
44208,Santa Cruz de Nogueras,Teruel
44209,Santa Eulalia del Campo,Teruel
44210,Sarrión,Teruel
44211,Segura de los Baños,Teruel
44212,Seno,Teruel
44213,Singra,Teruel
44215,Terriente,Teruel
44216,Teruel,Teruel
44217,Toril y Masegoso,Teruel
44218,Tormón,Teruel
44219,Tornos,Teruel
44220,Torralba de los Sisones,Teruel
44221,Torrecilla de Alcañiz,Teruel
44222,Torrecilla del Rebollar,Teruel
44223,Torre de Arcas,Teruel
44224,Torre de las Arcas,Teruel
44225,Torre del Compte,Teruel
44226,Torrelacárcel,Teruel
44227,Torre los Negros,Teruel
44228,Torremocha de Jiloca,Teruel
44229,Torres de Albarracín,Teruel
44230,Torrevelilla,Teruel
44231,Torrijas,Teruel
44232,Torrijo del Campo,Teruel
44234,Tramacastiel,Teruel
44235,Tramacastilla,Teruel
44236,Tronchón,Teruel
44237,Urrea de Gaén,Teruel
44238,Utrillas,Teruel
44239,Valacloche,Teruel
44240,Valbona,Teruel
44241,Valdealgorfa,Teruel
44243,Valdecuenca,Teruel
44244,Valdelinares,Teruel
44245,Valdeltormo,Teruel
44246,Valderrobres,Teruel
44247,Valjunquera,Teruel
44249,El Vallecillo,Teruel
44250,Veguillas de la Sierra,Teruel
44251,Villafranca del Campo,Teruel
44252,Villahermosa del Campo,Teruel
44256,Villanueva del Rebollar de la Sierra,Teruel
44257,Villar del Cobo,Teruel
44258,Villar del Salz,Teruel
44260,Villarluengo,Teruel
44261,Villarquemado,Teruel
44262,Villarroya de los Pinares,Teruel
44263,Villastar,Teruel
44264,Villel,Teruel
44265,Vinaceite,Teruel
44266,Visiedo,Teruel
44267,Vivel del Río Martín,Teruel
44268,La Zoma,Teruel
45001,Ajofrín,Toledo
45002,Alameda de la Sagra,Toledo
45003,Albarreal de Tajo,Toledo
45004,Alcabón,Toledo
45005,Alcañizo,Toledo
45006,Alcaudete de la Jara,Toledo
45007,Alcolea de Tajo,Toledo
45008,Aldea en Cabo,Toledo
45009,Aldeanueva de Barbarroya,Toledo
45010,Aldeanueva de San Bartolomé,Toledo
45011,Almendral de la Cañada,Toledo
45012,Almonacid de Toledo,Toledo
45013,Almorox,Toledo
45014,Añover de Tajo,Toledo
45015,Arcicóllar,Toledo
45016,Argés,Toledo
45017,Azután,Toledo
45018,Barcience,Toledo
45019,Bargas,Toledo
45020,Belvís de la Jara,Toledo
45021,Borox,Toledo
45022,Buenaventura,Toledo
45023,Burguillos de Toledo,Toledo
45024,Burujón,Toledo
45025,Cabañas de la Sagra,Toledo
45026,Cabañas de Yepes,Toledo
45027,Cabezamesada,Toledo
45028,Calera y Chozas,Toledo
45029,Caleruela,Toledo
45030,La Calzada de Oropesa,Toledo
45031,Camarena,Toledo
45032,Camarenilla,Toledo
45033,El Campillo de la Jara,Toledo
45034,Camuñas,Toledo
45035,Cardiel de los Montes,Toledo
45036,Carmena,Toledo
45037,El Carpio de Tajo,Toledo
45038,Carranque,Toledo
45039,Carriches,Toledo
45040,El Casar de Escalona,Toledo
45041,Casarrubios del Monte,Toledo
45042,Casasbuenas,Toledo
45043,Castillo de Bayuela,Toledo
45045,Cazalegas,Toledo
45046,Cebolla,Toledo
45047,Cedillo del Condado,Toledo
45048,Los Cerralbos,Toledo
45049,Cervera de los Montes,Toledo
45050,Ciruelos,Toledo
45051,Cobeja,Toledo
45052,Cobisa,Toledo
45053,Consuegra,Toledo
45054,Corral de Almaguer,Toledo
45055,Cuerva,Toledo
45056,Chozas de Canales,Toledo
45057,Chueca,Toledo
45058,Domingo Pérez,Toledo
45059,Dosbarrios,Toledo
45060,Erustes,Toledo
45061,Escalona,Toledo
45062,Escalonilla,Toledo
45063,Espinoso del Rey,Toledo
45064,Esquivias,Toledo
45065,La Estrella,Toledo
45066,Fuensalida,Toledo
45067,Gálvez,Toledo
45068,Garciotum,Toledo
45069,Gerindote,Toledo
45070,Guadamur,Toledo
45071,La Guardia,Toledo
45072,Las Herencias,Toledo
45073,Herreruela de Oropesa,Toledo
45074,Hinojosa de San Vicente,Toledo
45075,Hontanar,Toledo
45076,Hormigos,Toledo
45077,Huecas,Toledo
45078,Huerta de Valdecarábanos,Toledo
45079,La Iglesuela del Tiétar,Toledo
45080,Illán de Vacas,Toledo
45081,Illescas,Toledo
45082,Lagartera,Toledo
45083,Layos,Toledo
45084,Lillo,Toledo
45085,Lominchar,Toledo
45086,Lucillos,Toledo
45087,Madridejos,Toledo
45088,Magán,Toledo
45089,Malpica de Tajo,Toledo
45090,Manzaneque,Toledo
45091,Maqueda,Toledo
45092,Marjaliza,Toledo
45093,Marrupe,Toledo
45094,Mascaraque,Toledo
45095,La Mata,Toledo
45096,Mazarambroz,Toledo
45097,Mejorada,Toledo
45098,Menasalbas,Toledo
45099,Méntrida,Toledo
45100,Mesegar de Tajo,Toledo
45101,Miguel Esteban,Toledo
45102,Mocejón,Toledo
45103,Mohedas de la Jara,Toledo
45104,Montearagón,Toledo
45105,Montesclaros,Toledo
45106,Mora,Toledo
45107,Nambroca,Toledo
45108,La Nava de Ricomalillo,Toledo
45109,Navahermosa,Toledo
45110,Navalcán,Toledo
45111,Navalmoralejo,Toledo
45112,Los Navalmorales,Toledo
45113,Los Navalucillos,Toledo
45114,Navamorcuende,Toledo
45115,Noblejas,Toledo
45116,Noez,Toledo
45117,Nombela,Toledo
45118,Novés,Toledo
45119,Numancia de la Sagra,Toledo
45120,Nuño Gómez,Toledo
45121,Ocaña,Toledo
45122,Olías del Rey,Toledo
45123,Ontígola,Toledo
45124,Orgaz,Toledo
45125,Oropesa,Toledo
45126,Otero,Toledo
45127,Palomeque,Toledo
45128,Pantoja,Toledo
45129,Paredes de Escalona,Toledo
45130,Parrillas,Toledo
45131,Pelahustán,Toledo
45132,Pepino,Toledo
45133,Polán,Toledo
45134,Portillo de Toledo,Toledo
45135,La Puebla de Almoradiel,Toledo
45136,La Puebla de Montalbán,Toledo
45137,La Pueblanueva,Toledo
45138,El Puente del Arzobispo,Toledo
45139,Puerto de San Vicente,Toledo
45140,Pulgar,Toledo
45141,Quero,Toledo
45142,Quintanar de la Orden,Toledo
45143,Quismondo,Toledo
45144,El Real de San Vicente,Toledo
45145,Recas,Toledo
45146,Retamoso de la Jara,Toledo
45147,Rielves,Toledo
45148,Robledo del Mazo,Toledo
45149,El Romeral,Toledo
45150,San Bartolomé de las Abiertas,Toledo
45151,San Martín de Montalbán,Toledo
45152,San Martín de Pusa,Toledo
45153,San Pablo de los Montes,Toledo
45154,San Román de los Montes,Toledo
45155,Santa Ana de Pusa,Toledo
45156,Santa Cruz de la Zarza,Toledo
45157,Santa Cruz del Retamar,Toledo
45158,Santa Olalla,Toledo
45159,Sartajada,Toledo
45160,Segurilla,Toledo
45161,Seseña,Toledo
45162,Sevilleja de la Jara,Toledo
45163,Sonseca,Toledo
45164,Sotillo de las Palomas,Toledo
45165,Talavera de la Reina,Toledo
45166,Tembleque,Toledo
45167,El Toboso,Toledo
45168,Toledo,Toledo
45169,Torralba de Oropesa,Toledo
45170,Torrecilla de la Jara,Toledo
45171,La Torre de Esteban Hambrán,Toledo
45172,Torrico,Toledo
45173,Torrijos,Toledo
45174,Totanés,Toledo
45175,Turleque,Toledo
45176,Ugena,Toledo
45177,Urda,Toledo
45179,Valdeverdeja,Toledo
45180,Valmojado,Toledo
45181,Velada,Toledo
45182,Las Ventas con Peña Aguilera,Toledo
45183,Las Ventas de Retamosa,Toledo
45184,Las Ventas de San Julián,Toledo
45185,Villacañas,Toledo
45186,La Villa de Don Fadrique,Toledo
45187,Villafranca de los Caballeros,Toledo
45188,Villaluenga de la Sagra,Toledo
45189,Villamiel de Toledo,Toledo
45190,Villaminaya,Toledo
45191,Villamuelas,Toledo
45192,Villanueva de Alcardete,Toledo
45193,Villanueva de Bogas,Toledo
45194,Villarejo de Montalbán,Toledo
45195,Villarrubia de Santiago,Toledo
45196,Villaseca de la Sagra,Toledo
45197,Villasequilla,Toledo
45198,Villatobas,Toledo
45199,El Viso de San Juan,Toledo
45200,Los Yébenes,Toledo
45201,Yeles,Toledo
45202,Yepes,Toledo
45203,Yuncler,Toledo
45204,Yunclillos,Toledo
45205,Yuncos,Toledo
45901,Santo Domingo-Caudilla,Toledo
46001,Ademuz,Valencia
46002,Ador,Valencia
46003,Adzaneta de Albaida,Valencia
46004,Agullent,Valencia
46005,Alacuás,Valencia
46006,Albaida,Valencia
46007,Albal,Valencia
46008,Albalat de la Ribera,Valencia
46009,Albalat dels Sorells,Valencia
46010,Albalat de Taronchers,Valencia
46011,Alberique,Valencia
46012,Alborache,Valencia
46013,Alboraya,Valencia
46014,Albuixech,Valencia
46015,Alcácer,Valencia
46016,Alcántara de Júcar,Valencia
46017,Alcira,Valencia
46018,Alcublas,Valencia
46019,La Alcudia,Valencia
46020,Alcudia de Crespins,Valencia
46021,Aldaya,Valencia
46022,Alfafar,Valencia
46023,Alfahuir,Valencia
46024,Alfara de la Baronía,Valencia
46025,Alfara del Patriarca,Valencia
46026,Alfarp,Valencia
46027,Alfarrasí,Valencia
46028,Algar de Palancia,Valencia
46029,Algemesí,Valencia
46030,Algimia de Alfara,Valencia
46031,Alginet,Valencia
46032,Almácera,Valencia
46033,Almiserat,Valencia
46034,Almoines,Valencia
46035,Almusafes,Valencia
46036,Alpuente,Valencia
46037,Alquería de la Condesa,Valencia
46038,Andilla,Valencia
46039,Anna,Valencia
46040,Antella,Valencia
46041,Aras de los Olmos,Valencia
46042,Ayelo de Malferit,Valencia
46043,Ayelo de Rugat,Valencia
46044,Ayora,Valencia
46045,Barcheta,Valencia
46046,Bárig,Valencia
46047,Bélgida,Valencia
46048,Bellreguart,Valencia
46049,Bellús,Valencia
46050,Benagéber,Valencia
46051,Benaguacil,Valencia
46052,Benavites,Valencia
46053,Benegida,Valencia
46054,Benetúser,Valencia
46055,Beniarjó,Valencia
46056,Beniatjar,Valencia
46057,Benicolet,Valencia
46058,Benifairó de los Valles,Valencia
46059,Benifairó de la Valldigna,Valencia
46060,Benifayó,Valencia
46061,Beniflá,Valencia
46062,Benigánim,Valencia
46063,Benimodo,Valencia
46064,Benimuslem,Valencia
46065,Beniparrell,Valencia
46066,Benirredrá,Valencia
46067,Benisanó,Valencia
46068,Benisoda,Valencia
46069,Benisuera,Valencia
46070,Bétera,Valencia
46071,Bicorp,Valencia
46072,Bocairente,Valencia
46073,Bolbaite,Valencia
46074,Bonrepós y Mirambell,Valencia
46075,Bufali,Valencia
46076,Bugarra,Valencia
46077,Buñol,Valencia
46078,Burjasot,Valencia
46079,Calles,Valencia
46080,Camporrobles,Valencia
46081,Canals,Valencia
46081000100,Ayacor,Valencia
46082,Canet de Berenguer,Valencia
46083,Carcagente,Valencia
46084,Cárcer,Valencia
46085,Carlet,Valencia
46086,Carrícola,Valencia
46087,Casas Altas,Valencia
46088,Casas Bajas,Valencia
46089,Casinos,Valencia
46090,Castellón de Rugat,Valencia
46091,Castellonet,Valencia
46092,Castielfabib,Valencia
46093,Catadau,Valencia
46094,Catarroja,Valencia
46095,Caudete de las Fuentes,Valencia
46096,Cerdá,Valencia
46097,Cofrentes,Valencia
46098,Corbera,Valencia
46099,Cortes de Pallás,Valencia
46100,Cotes,Valencia
46101,Cuart de les Valls,Valencia
46102,Cuart de Poblet,Valencia
46103,Cuartell,Valencia
46104,Cuatretonda,Valencia
46105,Cullera,Valencia
46106,Chelva,Valencia
46107,Chella,Valencia
46108,Chera,Valencia
46109,Cheste,Valencia
46110,Chirivella,Valencia
46111,Chiva,Valencia
46112,Chulilla,Valencia
46113,Daimuz,Valencia
46114,Domeño,Valencia
46115,Dos Aguas,Valencia
46116,La Eliana,Valencia
46117,Emperador,Valencia
46118,Enguera,Valencia
46119,Énova,Valencia
46120,Estivella,Valencia
46121,Estubeny,Valencia
46122,Faura,Valencia
46123,Favara,Valencia
46124,Fontanares,Valencia
46125,Fortaleny,Valencia
46126,Foyos,Valencia
46127,Fuente Encarroz,Valencia
46128,Fuente la Higuera,Valencia
46129,Fuenterrobles,Valencia
46130,Gabarda,Valencia
46131,Gandía,Valencia
46132,Genovés,Valencia
46133,Gestalgar,Valencia
46134,Gilet,Valencia
46135,Godella,Valencia
46136,Godelleta,Valencia
46137,Granja de la Costera,Valencia
46138,Guadasequies,Valencia
46139,Guadasuar,Valencia
46140,Guardamar de la Safor,Valencia
46141,Higueruelas,Valencia
46142,Jalance,Valencia
46143,Jaraco,Valencia
46144,Jarafuel,Valencia
46145,Játiva,Valencia
46146,Jeresa,Valencia
46147,Liria,Valencia
46148,Loriguilla,Valencia
46149,Losa del Obispo,Valencia
46150,Luchente,Valencia
46151,Lugar Nuevo de Fellonet,Valencia
46152,Lugar Nuevo de la Corona,Valencia
46153,Lugar Nuevo de San Jerónimo,Valencia
46154,Llanera de Ranes,Valencia
46155,Llaurí,Valencia
46156,Llombay,Valencia
46157,Llosa de Ranes,Valencia
46158,Macastre,Valencia
46159,Manises,Valencia
